Name;Age;Class;Ticket;Joined;Job;Fate;Sex
STEBBINGS, Mr Sydney Frederick;36;Victualling Crew;;Belfast;Chief Boots Steward (1st Class)  ;Dead;M
STEEL, Mr Robert Edward;30;Engineering Crew;;Southampton;Trimmer  ;Dead;M
STENGEL, Mr Charles Emil Henry;54;1st Class Passenger;"11778
£55 8s 10d";Cherbourg;Businessman  ;Survivor;M
STENGEL, Mrs Annie May;43;1st Class Passenger;"11778
£55 8s 10d";Cherbourg; ;Survivor;F
STEPHENSON, Mrs Martha;52;1st Class Passenger;"36947
£78 5s 4d";Cherbourg; ;Survivor;F
STEVENS, Mr G.;;"1st Class Passenger
Cross Channel Passenger";50;Southampton; ;Survivor;M
STEVENSON, Mr Andrew;28;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
STEVENSON, Mr James;40;Engineering Crew;;Belfast;Fireman  ;Survivor;M
STEVENSON, Mr John;49;Engineering Crew;;Belfast;Fireman  ;Survivor;M
STEWART, Mr Albert Ankeny;64;1st Class Passenger;"17605
£27 14s 5d";Cherbourg;Businessman  ;Dead;M
STEWART, Mr John;28;Victualling Crew;;Belfast;Verandah Steward  ;Survivor;M
STEWART, Mr John;30;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
STEWART, Mr Matthew;25;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
STOCKER, Mr Henry Dorey;20;Engineering Crew;;Southampton;Trimmer  ;Dead;M
STOKES, Mr Philip Joseph;24;2nd Class Passenger;"13540
£10 10s";Southampton;Bricklayer  ;Dead;M
STONE, Mr Edmund;33;Victualling Crew;;Southampton;1st Class Bedroom Steward  ;Dead;M
STONE, Mr Edward Thomas;29;Victualling Crew;;Southampton;Bedroom Steward (2nd class)  ;Dead;M
STONE, Mrs Martha Evelyn;61;1st Class Passenger;"113572
£80";Southampton; ;Survivor;F
STOREY, Mr Thomas;59;3rd Class Passenger;370160;Southampton;Seaman  ;Dead;M
STOYTCHEFF, Mr Ilia;19;3rd Class Passenger;"349205
£7 17s 11d";Southampton;General Labourer  ;Dead;M
STRANDBERG, Miss Ida Sofia;22;3rd Class Passenger;"7553
£9 16s 9d";Southampton; ;Dead;F
STRANDÃN, Mr Juho Niilosson;30;3rd Class Passenger;"3101288
£7 18s 6d";Southampton; ;Survivor;M
STRANGE, Mr Samuel;38;Engineering Crew;;Belfast;Fireman  ;Survivor;M
STRAUS, Mr Isidor;67;1st Class Passenger;"17483
£221 15s 7d";Southampton;Businessman  ;Dead;M
STRAUS, Mrs Rosalie Ida;63;1st Class Passenger;"17483
£221 15s 7d";Southampton; ;Dead;F
STREET, Mr Thomas Albert;25;Engineering Crew;;Southampton;Fireman  ;Survivor;M
STRILIC, Mr Ivan;27;3rd Class Passenger;"315083
£8 13s 3d";Southampton;Farmer  ;Dead;M
STROUD, Mr Edward Alfred Orlando;19;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
STROUD, Mr Harry John;35;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
STRUGNELL, Mr John Herbert;34;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
STRÃM, Miss Telma Matilda;2;3rd Class Passenger;"347054
£10 9s 3d";Southampton; ;Dead;F
STRÃM, Mrs Elna Matilda;29;3rd Class Passenger;"347054
£10 9s 3d";Southampton; ;Dead;F
STUBBINGS, Mr Harry Robert;31;Victualling Crew;;Belfast;2nd. Class Cook  ;Dead;M
STUBBS, Mr James Henry;28;Engineering Crew;;Southampton;Fireman  ;Dead;M
STÄHELIN-MAEGLIN, Dr Max;32;1st Class Passenger;"13214
£30 10s";Southampton;Lawyer  ;Survivor;M
SULLIVAN, Mr S.;25;Engineering Crew;;Southampton;Fireman  ;Dead;M
SUNDERLAND, Mr Victor Francis;20;3rd Class Passenger;"392089
£8 1s";Southampton;Farmer  ;Survivor;M
SUNDMAN, Mr Johan Julian;44;3rd Class Passenger;"3101269
£7 18s 6d";Southampton; ;Survivor;M
SUTEHALL, Mr Henry Jr;25;3rd Class Passenger;"392076
£7 1s";Southampton;Coach Trimmer  ;Dead;M
SUTTON, Mr Frederick;61;1st Class Passenger;"36963
£32 6s 5d";Southampton;Property Developer / Real Estate  ;Dead;M
SVENSSON, Mr Johan;74;3rd Class Passenger;"347060
£7 15s 6d";Southampton; ;Dead;M
SVENSSON, Mr Johan Cervin;14;3rd Class Passenger;"7538
£9 4s 6d";Southampton; ;Survivor;M
SVENSSON, Mr Olof;24;3rd Class Passenger;"350035
£7 15s 11d";Southampton;Farmer  ;Dead;M
SWAN, Mr William;48;Victualling Crew;;Belfast;1st Class Bedroom Steward  ;Dead;M
SWANE, Mr George;19;"2nd Class Passenger
Servant";"248734
£13";Southampton;Chauffeur  ;Dead;M
SWARBRICK, Mr Joseph;22;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
SWARBRICK, Mr William J.;24;Engineering Crew;;Belfast;Fireman  ;Survivor;M
SWEET, Mr George Frederick;14;2nd Class Passenger;"220845
£65";Southampton;Farm Labourer  ;Dead;M
SWIFT, Mrs Margaret Welles;46;1st Class Passenger;"17466
£25 18s 7d";Southampton; ;Survivor;F
SYMONDS, Mr John Crane;45;Victualling Crew;;Belfast;Saloon Steward  ;Dead;M
SYMONS, Mr George Thomas Macdonald;24;Deck Crew;;Southampton;Lookout  ;Survivor;M
SÃGESSER, Mlle Emma;24;"1st Class Passenger
Servant";"17477
£69 6s";Cherbourg;Personal Maid  ;Survivor;F
SÃ¦THER, Mr Simon Sivertsen;43;3rd Class Passenger;"3101262
£7 5s";Southampton;Miner  ;Dead;M
SÃ¸HOLT, Mr Peter Andreas Lauritz Andersen;19;3rd Class Passenger;"348124
£7 13s";Southampton;Carpenter / Joiner  ;Dead;M
TAGGART, Mr William;23;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
TALBOT, Mr George Frederick Charles;20;Victualling Crew;;Southampton;Steward  ;Dead;M
TAMLYN, Mr Frederick;24;Deck Crew;;Southampton;Mess Steward (Deck Dept.)  ;Dead;M
TANNāS, Master As'ad;34;3rd Class Passenger;"2625
£8 10s 4d";Cherbourg; ;Survivor;M
TANNāS, Mr BashÄr;30;3rd Class Passenger;"2621
£6 8s 9d";Cherbourg;Dealer  ;Dead;M
TANNāS, Mrs ThamÄn;16;3rd Class Passenger;"2625
£8 10s 4d";Cherbourg; ;Survivor;F
TAUSSIG, Miss Ruth;18;1st Class Passenger;"110413
£79 13s";Southampton; ;Survivor;F
TAUSSIG, Mr Emil;54;1st Class Passenger;"110413
£79 13s";Southampton;Manufacturer  ;Dead;M
TAUSSIG, Mrs Tillie;39;1st Class Passenger;"110413
£79 13s";Southampton; ;Survivor;F
TAYLOR, Mr Bernard Cuthbert;22;Victualling Crew;;Southampton;3rd Class Steward  ;Dead;M
TAYLOR, Mr Charles William Frederick;40;Deck Crew;;Southampton;Able-bodied Seaman  ;Dead;M
TAYLOR, Mr Elmer Zebley;48;1st Class Passenger;"19996
£52";Southampton;Manufacturer  ;Survivor;M
TAYLOR, Mr George;24;Engineering Crew;;Southampton;Fireman  ;Survivor;M
TAYLOR, Mr J.;42;Engineering Crew;;Southampton;Fireman  ;Dead;M
TAYLOR, Mr John Henry;49;Engineering Crew;;Southampton;Fireman  ;Dead;M
TAYLOR, Mr Leonard;19;Victualling Crew;;Southampton;Turkish Bath Attendant  ;Dead;M
TAYLOR, Mr Percy Cornelius;40;"2nd Class Passenger
Musician";250654;Southampton;Musician  ;Dead;M
TAYLOR, Mr William Henry;28;Engineering Crew;;Southampton;Fireman  ;Survivor;M
TAYLOR, Mr William John;32;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
TAYLOR, Mrs Juliet Cummins;49;1st Class Passenger;"19996
£52";Southampton; ;Survivor;F
TENGLIN, Mr Gunnar Isidor;25;3rd Class Passenger;"350033
£7 15s 11d";Southampton; ;Survivor;M
TERRELL, Mr Bertram;19;Deck Crew;;Southampton;Seaman  ;Dead;M
TERRELL, Mr Frank;27;Victualling Crew;;Southampton;Assistant Saloon Steward  ;Survivor;M
TESTONI, Sig. Ercole;23;Restaurant Staff;;Southampton;Assistant Glass Man  ;Dead;M
TEUTON, Mr Thomas Moore;35;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
THALER, Mr Montague Donald;17;Victualling Crew;;Southampton;Steward (3rd Class)  ;Dead;M
THAYER, Mr John Borland;49;1st Class Passenger;"17421
£110 17s 8d";Cherbourg;Businessman  ;Dead;M
THAYER, Mr John Borland jr;17;1st Class Passenger;"17421
£110 17s 8d";Cherbourg;Scholar  ;Survivor;M
THAYER, Mrs Marian Longstreth;39;1st Class Passenger;"17421
£110 17s 8d";Cherbourg; ;Survivor;F
THEISSINGER, Mr Alfred;46;Victualling Crew;;Southampton;Bed Room Steward  ;Survivor;M
THEOBALD, Mr Thomas Leonard;34;3rd Class Passenger;"363294
£8 1s";Southampton;Groom  ;Dead;M
THOMAS, Mr Albert Charles;23;Victualling Crew;;Southampton;Saloon Steward  ;Survivor;M
THOMAS, Mr Benjamin James;30;Victualling Crew;;Belfast;Saloon Steward  ;Survivor;M
THOMAS, Mr John;25;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
THOMAS, Mr Joseph Wakefield;24;Engineering Crew;;Southampton;Fireman  ;Dead;M
THOMAS, Mr William;49;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
THOMAS/TANNOUS, Mr John;34;3rd Class Passenger;"2681
£6 8s 9d";Cherbourg;Dealer  ;Dead;M
THOMAS/TANNOUS, Mr Tannous;16;3rd Class Passenger;"2684
£7 4s 6d";Cherbourg;Scholar  ;Dead;M
THOMPSON, Mr Alexander Mellis;37;3rd Class Passenger;"32302
£8 1s";Southampton;Mason  ;Dead;M
THOMPSON, Mr Herbert Henry;25;Victualling Crew;;Belfast;2nd (Assistant) Storekeeper  ;Dead;M
THOMPSON, Mr Joey;;"1st Class Passenger
H&W Guarantee Group";;Belfast;Painter & Decorator  ;Survivor;M
THOMPSON, Mr John William;35;Engineering Crew;;Southampton;Fireman  ;Survivor;M
THORLEY, Mr William;39;Victualling Crew;;Southampton;Cook  ;Dead;M
THORN, Mr Harry;25;Victualling Crew;;Southampton;Assistant Ship's Cook  ;Dead;M
THORNE, Miss Gertrude Maybelle;37;1st Class Passenger;"17585
£80 4d";Cherbourg; ;Survivor;F
THORNEYCROFT, Mr Percival;37;3rd Class Passenger;"376564
£16 2s";Southampton;General Labourer  ;Dead;M
THORNEYCROFT, Mrs Florence Kate;33;3rd Class Passenger;"376564
£16 2s";Southampton; ;Survivor;F
THRELFALL, Mr Thomas;44;Engineering Crew;;Southampton;Leading Fireman  ;Survivor;M
THRESHER, Mr George Terrill;25;Engineering Crew;;Southampton;Fireman  ;Survivor;M
TIETZ, Sig. Carlo/Karl;27;Restaurant Staff;;Southampton;Kitchen Porter  ;Dead;M
TIKKANEN, Mr Juho;32;3rd Class Passenger;"3101293
£7 18s 6d";Southampton;General Labourer  ;Dead;M
TINSLEY, Mr Thomas;40;Engineering Crew;;Belfast;Fireman  ;Survivor;M
TIZARD, Mr Arthur Leopold;31;Engineering Crew;;Southampton;Fireman  ;Dead;M
TOBIN, Mr Roger;20;3rd Class Passenger;"383121
£7 15s";Queenstown;Farmer  ;Dead;M
TODOROFF, Mr Lalio;23;3rd Class Passenger;"349216
£7 17s 11d";Southampton;General Labourer  ;Dead;M
TOMLIN, Mr Ernest Portage;22;3rd Class Passenger;"364499
£8 1s";Southampton;Scholar  ;Dead;M
TOMS, Mr Fred;29;Victualling Crew;;Belfast;Saloon Steward  ;Survivor;M
TOOMEY, Miss Ellen Mary;48;2nd Class Passenger;"13531
£10 10s";Southampton;Servant  ;Survivor;F
TOPP, Mr Thomas;28;Victualling Crew;;Southampton;2nd Butcher  ;Dead;M
TORFA, Mr Assad;20;3rd Class Passenger;"2673
£7 4s 7d";Cherbourg;Farm Labourer  ;Dead;M
TOSHACK, Mr James Adamson;30;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
TOTEVSKI, Mr Hristo Danchev;25;3rd Class Passenger;"349203
£7 17s 11d";Southampton;General Labourer  ;Dead;M
TOVEY, Miss;;"2nd Class Passenger
Cross Channel Passenger";"516
£2";Southampton; ;Survivor;F
TOZER, Mr James;32;Engineering Crew;;Southampton;Greaser  ;Dead;M
TRIGGS, Mr Reuben Robert;39;Engineering Crew;;Southampton;Fireman  ;Survivor;M
TROUPIANSKY, Mr Moses Aaron;23;2nd Class Passenger;"233639
£13";Southampton;Shop Assistant  ;Dead;M
TROUT, Mrs Jessie Laird;27;2nd Class Passenger;"240929
£12 13s";Southampton; ;Survivor;F
TROUTT, Miss Edwina Celia;27;2nd Class Passenger;"34218
£10 10s";Southampton; ;Survivor;F
TU'MAH, Master Jirjis Yāsuf;8;3rd Class Passenger;"2650
£15 4s 11d";Cherbourg; ;Survivor;M
TU'MAH, Miss Mariyam;9;3rd Class Passenger;"2650
£15 4s 11d";Cherbourg; ;Survivor;F
TU'MAH, Mrs Hinnah;27;3rd Class Passenger;"2650
£15 4s 11d";Cherbourg; ;Survivor;F
TUCKER, Mr Gilbert Milligan jr;31;1st Class Passenger;"2543
£28 10s 9d";Cherbourg; ;Survivor;M
TURCIN, Mr Stjepan;36;3rd Class Passenger;"349247
£7 17s 11d";Southampton;General Labourer  ;Dead;M
TURJA, Miss Anna Sofia;18;3rd Class Passenger;"4138
£9 16s 10d";Southampton; ;Survivor;F
TURKULA, Mrs Hedwig;63;3rd Class Passenger;"4134
£9 11s 9d";Southampton; ;Survivor;F
TURLEY, Mr Richard;37;Engineering Crew;;Belfast;Fireman  ;Dead;M
TURNER, Mr George Frederick;42;Victualling Crew;;Southampton;Stenographer  ;Dead;M
TURNER, Mr Leopold Olerenshaw;28;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
TURPIN, Mr William John;29;2nd Class Passenger;"11668
£21";Southampton;Carpenter / Joiner  ;Dead;M
TURPIN, Mrs Dorothy Ann;26;2nd Class Passenger;"11668
£21";Southampton;Housewife  ;Dead;F
TURVEY, Mr Charles Thomas;17;Restaurant Staff;;Southampton;Page Boy  ;Dead;M
WILHELM TÖRBER, Mr Ernst Wilhelm;41;3rd Class Passenger;"364511
£8 1s";Southampton;Florist  ;Dead;M
TÖRNQUIST, Mr William Henry;26;3rd Class Passenger;370160;Southampton;Seaman  ;Survivor;M
URBINI, Sig. Roberto;20;Restaurant Staff;;Southampton;Waiter  ;Dead;M
URUCHURTU, Don. Manuel Ramirez;39;1st Class Passenger;"17601
£27 14s 5d";Cherbourg;Lawyer  ;Dead;M
VALLER, Mr Arthur;25;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
VALVASSORI, Sig. Ettore Luigi;35;Restaurant Staff;;Southampton;Waiter  ;Dead;M
VAN BILLIARD, Master James William;10;3rd Class Passenger;"851
£14 10s";Southampton; ;Dead;M
VAN BILLIARD, Master Walter John;9;3rd Class Passenger;"851
£14 10s";Southampton; ;Dead;M
VAN BILLIARD, Mr Austin Blyler;35;3rd Class Passenger;"851
£14 10s";Southampton; ;Dead;M
VAN DE VELDE, Mr Johannes Josef;35;3rd Class Passenger;"345780
£9 10s";Southampton;Farmer  ;Dead;M
VAN DEN STEEN, Mr Leo Peter;28;3rd Class Passenger;"345783
£9 10s";Southampton;Farmer  ;Dead;M
VAN DER BRUGGE, Mr Wessel Adrianus;38;Engineering Crew;;Southampton;Fireman  ;Dead;M
VAN DER HOEF, Mr Wyckoff;61;1st Class Passenger;"111240
£33 10s";Belfast;Businessman  ;Dead;M
VAN IMPE, Miss Catharina;10;3rd Class Passenger;"345773
£24 3s";Southampton; ;Dead;F
VAN IMPE, Mr Jean Baptiste;36;3rd Class Passenger;"345773
£24 3s";Southampton;Farmer  ;Dead;M
VAN IMPE, Mrs Rosalie Paula;30;3rd Class Passenger;"345773
£24 3s";Southampton; ;Dead;F
VAN MELCKEBEKE, Mr Philemon;23;3rd Class Passenger;"345777
£9 10s";Southampton;Farmer  ;Dead;M
VANDERCRUYSSEN, Mr Victor;46;3rd Class Passenger;"345765
£9";Southampton;Farmer  ;Dead;M
VANDERPLANCKE, Miss Augusta Maria;18;3rd Class Passenger;"345764
£18";Southampton;Servant  ;Dead;F
VANDERPLANCKE, Mr Julius;31;3rd Class Passenger;"345763
£18";Southampton;Farmer  ;Dead;M
VANDERPLANCKE, Mr Leo Edmondus;15;3rd Class Passenger;"345763
£18";Southampton;Farm Labourer  ;Dead;M
VANDERPLANCKE, Mrs Emelie Maria;31;3rd Class Passenger;"345763
£18";Southampton; ;Dead;F
VANDEWALLE, Mr Nestor Cyriel;28;3rd Class Passenger;"345770
£9 10s";Southampton;Merchant  ;Dead;M
VARTANIAN, Mr David;22;3rd Class Passenger;"2658
£7 4s 6d";Cherbourg; ;Survivor;M
VEAL, Mr Arthur;36;Engineering Crew;;Southampton;Greaser  ;Dead;M
VEAL, Mr James;40;2nd Class Passenger;"28221
£13";Southampton; ;Dead;M
VEAL, Mr Thomas Henry Edom;38;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
VEAR, Mr Henry;33;Engineering Crew;;Southampton;Fireman  ;Dead;M
VEAR, Mr William;34;Engineering Crew;;Southampton;Fireman  ;Dead;M
VESTRÃM, Miss Hulda Amanda Adolfina;14;3rd Class Passenger;"350406
£7 17s 1d";Southampton;Servant  ;Dead;F
VICAT, Sig. Alphonse Jean Eugene;21;Restaurant Staff;;Southampton;Cook  ;Dead;M
VIGOTT, Mr Philip Francis;32;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
VILLVARLANGE, Mr Pierre LÃon Gabriel;19;Restaurant Staff;;Southampton;Assistant Soup Cook  ;Dead;M
VINE, Mr Herbert Thomas Gordon;18;Restaurant Staff;;Southampton;Assistant Restaurant Controller  ;Dead;M
VIONI, Sig. Roberto;25;Restaurant Staff;;Southampton;Waiter  ;Dead;M
VOVK, Mr Janko;21;3rd Class Passenger;"349252
£7 17s 11d";Southampton;General Labourer  ;Dead;M
VÃGELIN-DUBACH, Sig. Johannes;35;Restaurant Staff;;Southampton;Coffee Man  ;Dead;M
WAELENS, Mr Achille;22;3rd Class Passenger;"345767
£9";Southampton;Farm Labourer  ;Dead;M
WAKE, Mr Percy;37;Victualling Crew;;Southampton;Assistant baker  ;Dead;M
WALKER, Mr Robert;43;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
WALKER, Mr William Anderson;48;1st Class Passenger;"36967
£34 5d";Southampton; ;Dead;M
WALLACE, Mr Robert;26;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
WALLCROFT, Miss Ellen 'Nellie';36;2nd Class Passenger;"13528
£21";Southampton;Cook  ;Survivor;F
WALLIS, Mrs Catherine Jane;36;Victualling Crew;;Southampton;Matron  ;Dead;F
WALLS, Mr James;32;Engineering Crew;;Belfast;Fireman  ;Survivor;M
WALPOLE, Mr James;48;Victualling Crew;;Belfast;Chief Pantryman Steward  ;Dead;M
WALSH, Miss Catherine;32;Victualling Crew;;Southampton;Stewardess  ;Dead;F
WARD, Miss Annie Moore;37;"1st Class Passenger
Servant";"17755
£512 6s 7d";Cherbourg;Personal Maid  ;Survivor;F
WARD, Mr Arthur;23;Engineering Crew;;Belfast;Junior Assistant 4th. Engineer  ;Dead;M
WARD, Mr Edward;34;Victualling Crew;;Belfast;Bed Room Steward  ;Dead;M
WARD, Mr James William;31;Engineering Crew;;Southampton;Leading Fireman  ;Dead;M
WARD, Mr Percy Thomas;40;Victualling Crew;;Belfast;Bedroom Steward (1st Class)  ;Dead;M
WARD, Mr William;37;Victualling Crew;;Southampton;Saloon Steward  ;Survivor;M
WARD, Mr William;24;Engineering Crew;;Belfast;Fireman  ;Survivor;M
WARDNER, Mr Fred Albert;40;Engineering Crew;;Southampton;Fireman  ;Dead;M
WARE, Mr Frederick;35;3rd Class Passenger;"359309
£8 1s";Southampton;Motor Fitter  ;Dead;M
WARE, Mr John James;47;2nd Class Passenger;"31352
£21";Southampton;Carpenter / Joiner  ;Dead;M
WARE, Mr William Jeffery;23;2nd Class Passenger;"28666
£10 10s";Southampton; ;Dead;M
WARE, Mrs Florence Louise;32;2nd Class Passenger;"31352
£21";Southampton; ;Survivor;F
WAREHAM, Mr Robert Arthur;37;Victualling Crew;;Belfast;Bed Room Steward  ;Dead;M
WARREN, Mr Charles William;31;3rd Class Passenger;"49867
£7 11s";Southampton;Bricklayer  ;Dead;M
WARREN, Mr Frank Manley;63;1st Class Passenger;"110813
£75 5s";Cherbourg; ;Dead;M
WARREN, Mrs Anna Sophia;60;1st Class Passenger;"110813
£75 5s";Cherbourg; ;Survivor;F
WARWICK, Mr Tom;26;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
WATERIDGE, Mr Edward Lewis;26;Engineering Crew;;Southampton;Fireman  ;Dead;M
WATSON, Mr Ennis Hastings;19;"2nd Class Passenger
H&W Guarantee Group";239856;Belfast;Apprentice Electrician  ;Dead;M
WATSON, Mr William Albert;15;Victualling Crew;;Southampton;Bell Boy  ;Dead;M
WATSON, Mr Willim;27;Engineering Crew;;Southampton;Fireman  ;Dead;M
WATT, Miss Robertha Josephine;12;2nd Class Passenger;"33595
£15 15s";Southampton; ;Survivor;F
WATT, Mrs Elizabeth;40;2nd Class Passenger;"33595
£15 15s";Southampton; ;Survivor;F
WAUGH, Mr James;26;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
WAZLI, Mr Yousif Ahmed;23;3rd Class Passenger;"2647
£7 4s 6d";Cherbourg;Farmer  ;Dead;M
WEATHERSTON, Mr Thomas Herbert;25;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
WEBB, Mr Brook Holding;50;Victualling Crew;;Belfast;Smoke Room Steward (1st class)  ;Dead;M
WEBB, Mr Samuel Francis;28;Engineering Crew;;Southampton;Trimmer  ;Dead;M
WEBBER, Miss Susan;37;2nd Class Passenger;"27267
£13";Southampton; ;Survivor;F
WEBBER, Mr Francis Albert;31;Engineering Crew;;Southampton;Leading Fireman  ;Dead;M
WEBBER, Mr James;66;3rd Class Passenger;"3101316
£8 1s";Southampton;Miner  ;Dead;M
WEIKMAN, Mr Augustus Henry;52;Victualling Crew;;Southampton;Barber  ;Survivor;M
WEIR, Colonel John;61;1st Class Passenger;"113800
£26 11s";Southampton;Mining Engineer  ;Dead;M
WEISZ, Mr LÃopold;37;2nd Class Passenger;"228414
£26";Southampton;Stonemason and Carver ;Dead;M
WEISZ, Mrs Mathilde FranÃ§oise;37;2nd Class Passenger;"228414
£26";Southampton; ;Survivor;F
WELCH, Mr William Harold;21;Victualling Crew;;Southampton;Cook  ;Dead;M
WELLER, Mr William Clifford;30;Deck Crew;;Belfast;Able-bodied Seaman  ;Survivor;M
WELLS, Master Ralph Lester;2;2nd Class Passenger;"29103
£23";Southampton; ;Survivor;M
WELLS, Miss Joan;4;2nd Class Passenger;"29103
£23";Southampton; ;Survivor;F
WELLS, Mrs Addie Dart;29;2nd Class Passenger;"29103
£23";Southampton; ;Survivor;F
